SrcEntity	TgtEntity	Score
http://purl.obolibrary.org/obo/UBERON_0007491	http://purl.obolibrary.org/obo/UBERON_0007490	0.683
http://purl.obolibrary.org/obo/GO_2000791	http://purl.obolibrary.org/obo/GO_2000790	0.842
http://purl.obolibrary.org/obo/UBERON_0013069	http://purl.obolibrary.org/obo/UBERON_0001928	0.765
http://purl.obolibrary.org/obo/CL_0002064	http://purl.obolibrary.org/obo/GO_0090425	0.643
http://purl.obolibrary.org/obo/CL_0002600	http://purl.obolibrary.org/obo/UBERON_0003387	0.8
http://purl.obolibrary.org/obo/GO_2000242	http://purl.obolibrary.org/obo/GO_2000241	0.857
http://purl.obolibrary.org/obo/GO_0051150	http://purl.obolibrary.org/obo/GO_0051152	0.843
http://purl.obolibrary.org/obo/GO_0071673	http://purl.obolibrary.org/obo/GO_0071671	0.901
http://purl.obolibrary.org/obo/GO_0061076	http://purl.obolibrary.org/obo/GO_0061075	0.788
http://purl.obolibrary.org/obo/UBERON_0004276	http://purl.obolibrary.org/obo/UBERON_0004274	0.814
http://purl.obolibrary.org/obo/UBERON_0035273	http://purl.obolibrary.org/obo/UBERON_0003473	0.787
http://purl.obolibrary.org/obo/UBERON_2001624	http://purl.obolibrary.org/obo/CL_4033060	0.741
http://purl.obolibrary.org/obo/GO_0002714	http://purl.obolibrary.org/obo/GO_0002712	0.899
http://purl.obolibrary.org/obo/GO_0021990	http://purl.obolibrary.org/obo/GO_0014023	0.758
http://purl.obolibrary.org/obo/GO_0034760	http://purl.obolibrary.org/obo/GO_0034759	0.914
http://purl.obolibrary.org/obo/UBERON_0012423	http://purl.obolibrary.org/obo/GO_0005902	0.671
http://purl.obolibrary.org/obo/GO_0006082	http://purl.obolibrary.org/obo/GO_0016053	0.811
http://purl.obolibrary.org/obo/CL_0000240	http://purl.obolibrary.org/obo/CL_0000079	0.754
http://purl.obolibrary.org/obo/CL_2000072	http://purl.obolibrary.org/obo/CL_0002462	0.731
http://purl.obolibrary.org/obo/PR_000001460	http://purl.obolibrary.org/obo/PR_P02724	0.656
http://purl.obolibrary.org/obo/CL_0017003	http://purl.obolibrary.org/obo/CL_1000296	0.812
http://purl.obolibrary.org/obo/GO_0043264	http://purl.obolibrary.org/obo/GO_0140694	0.731
http://purl.obolibrary.org/obo/UBERON_0004911	http://purl.obolibrary.org/obo/UBERON_0004910	0.703
http://purl.obolibrary.org/obo/GO_0071277	http://purl.obolibrary.org/obo/GO_0071281	0.883
http://purl.obolibrary.org/obo/UBERON_0001317	http://purl.obolibrary.org/obo/UBERON_0001586	0.824
http://purl.obolibrary.org/obo/GO_0061262	http://purl.obolibrary.org/obo/GO_0072093	0.872
http://purl.obolibrary.org/obo/GO_0090289	http://purl.obolibrary.org/obo/GO_0090290	0.832
http://purl.obolibrary.org/obo/UBERON_0001763	http://purl.obolibrary.org/obo/UBERON_0001763	0.747
http://purl.obolibrary.org/obo/UBERON_0004910	http://purl.obolibrary.org/obo/UBERON_0004911	0.691
http://purl.obolibrary.org/obo/GO_1903078	http://purl.obolibrary.org/obo/GO_1903076	0.909
http://purl.obolibrary.org/obo/GO_0045992	http://purl.obolibrary.org/obo/GO_0045995	0.831
http://purl.obolibrary.org/obo/GO_0042462	http://purl.obolibrary.org/obo/GO_0042461	0.706
http://purl.obolibrary.org/obo/UBERON_0015795	http://purl.obolibrary.org/obo/UBERON_0004901	0.82
http://purl.obolibrary.org/obo/UBERON_0004480	http://purl.obolibrary.org/obo/UBERON_0003661	0.744
http://purl.obolibrary.org/obo/PR_P20693	http://purl.obolibrary.org/obo/PR_000007431	0.802
http://purl.obolibrary.org/obo/UBERON_0007379	http://purl.obolibrary.org/obo/UBERON_8450001	0.703
http://purl.obolibrary.org/obo/GO_0061071	http://purl.obolibrary.org/obo/GO_0061070	0.723
http://purl.obolibrary.org/obo/UBERON_0004852	http://purl.obolibrary.org/obo/UBERON_0001986	0.818
http://purl.obolibrary.org/obo/GO_0048715	http://purl.obolibrary.org/obo/GO_0048714	0.857
http://purl.obolibrary.org/obo/GO_0110080	http://purl.obolibrary.org/obo/GO_0110079	0.886
http://purl.obolibrary.org/obo/GO_0046692	http://purl.obolibrary.org/obo/GO_0042713	0.738
http://purl.obolibrary.org/obo/UBERON_0011233	http://purl.obolibrary.org/obo/UBERON_0011234	0.735
http://purl.obolibrary.org/obo/GO_2001205	http://purl.obolibrary.org/obo/GO_2001204	0.854
http://purl.obolibrary.org/obo/UBERON_0003111	http://purl.obolibrary.org/obo/UBERON_0001677	0.659
http://purl.obolibrary.org/obo/GO_0110123	http://purl.obolibrary.org/obo/GO_0110124	0.751
http://purl.obolibrary.org/obo/GO_0051628	http://purl.obolibrary.org/obo/GO_0051626	0.857
http://purl.obolibrary.org/obo/GO_0046672	http://purl.obolibrary.org/obo/GO_0046669	0.786
http://purl.obolibrary.org/obo/GO_2001204	http://purl.obolibrary.org/obo/GO_2001206	0.861
http://purl.obolibrary.org/obo/CL_0002082	http://purl.obolibrary.org/obo/CL_0002136	0.733
http://purl.obolibrary.org/obo/UBERON_0005754	http://purl.obolibrary.org/obo/UBERON_0005753	0.749
http://purl.obolibrary.org/obo/UBERON_0003474	http://purl.obolibrary.org/obo/UBERON_0018251	0.805
http://purl.obolibrary.org/obo/PR_P08101	http://purl.obolibrary.org/obo/PR_000001479	0.781
http://purl.obolibrary.org/obo/UBERON_0007232	http://purl.obolibrary.org/obo/CL_0002040	0.713
http://purl.obolibrary.org/obo/GO_0061256	http://purl.obolibrary.org/obo/GO_0072248	0.794
http://purl.obolibrary.org/obo/GO_0061257	http://purl.obolibrary.org/obo/GO_0072249	0.819
http://purl.obolibrary.org/obo/GO_0090685	http://purl.obolibrary.org/obo/GO_0034504	0.794
http://purl.obolibrary.org/obo/PR_P10810	http://purl.obolibrary.org/obo/PR_P08571	0.759
http://purl.obolibrary.org/obo/UBERON_0005234	http://purl.obolibrary.org/obo/UBERON_0005216	0.771
http://purl.obolibrary.org/obo/UBERON_0007529	http://purl.obolibrary.org/obo/UBERON_0007524	0.729
http://purl.obolibrary.org/obo/GO_0045947	http://purl.obolibrary.org/obo/GO_0006446	0.862
http://purl.obolibrary.org/obo/GO_0032409	http://purl.obolibrary.org/obo/GO_0032411	0.881
http://purl.obolibrary.org/obo/UBERON_0007778	http://purl.obolibrary.org/obo/UBERON_0007777	0.876
http://purl.obolibrary.org/obo/GO_0031345	http://purl.obolibrary.org/obo/GO_0031346	0.858
http://purl.obolibrary.org/obo/GO_0006959	http://purl.obolibrary.org/obo/GO_0019730	0.755
http://purl.obolibrary.org/obo/UBERON_0002868	http://purl.obolibrary.org/obo/UBERON_0011775	0.799
http://purl.obolibrary.org/obo/UBERON_0002019	http://purl.obolibrary.org/obo/UBERON_0014615	0.725
http://purl.obolibrary.org/obo/GO_0001892	http://purl.obolibrary.org/obo/GO_0001893	0.701
http://purl.obolibrary.org/obo/UBERON_0003380	http://purl.obolibrary.org/obo/UBERON_0003379	0.877
http://purl.obolibrary.org/obo/GO_0030133	http://purl.obolibrary.org/obo/GO_0099503	0.73
http://purl.obolibrary.org/obo/GO_0046851	http://purl.obolibrary.org/obo/GO_0046850	0.862
http://purl.obolibrary.org/obo/GO_0033363	http://purl.obolibrary.org/obo/GO_0061109	0.709
http://purl.obolibrary.org/obo/GO_0051649	http://purl.obolibrary.org/obo/GO_0032507	0.73
http://purl.obolibrary.org/obo/CL_0002067	http://purl.obolibrary.org/obo/CL_0000502	0.69
http://purl.obolibrary.org/obo/UBERON_0005753	http://purl.obolibrary.org/obo/UBERON_0005754	0.774
http://purl.obolibrary.org/obo/GO_0002819	http://purl.obolibrary.org/obo/GO_0002821	0.841
http://purl.obolibrary.org/obo/GO_0021559	http://purl.obolibrary.org/obo/GO_0061551	0.834
http://purl.obolibrary.org/obo/PR_Q63994	http://purl.obolibrary.org/obo/PR_Q63994	0.822
http://purl.obolibrary.org/obo/UBERON_0007794	http://purl.obolibrary.org/obo/UBERON_0036244	0.769
http://purl.obolibrary.org/obo/UBERON_0006912	http://purl.obolibrary.org/obo/UBERON_0001259	0.802
http://purl.obolibrary.org/obo/GO_0060603	http://purl.obolibrary.org/obo/GO_0060443	0.703
http://purl.obolibrary.org/obo/CL_0002074	http://purl.obolibrary.org/obo/CL_0002663	0.719
http://purl.obolibrary.org/obo/GO_0045934	http://purl.obolibrary.org/obo/GO_0019219	0.807
http://purl.obolibrary.org/obo/GO_0048818	http://purl.obolibrary.org/obo/GO_0048819	0.85
http://purl.obolibrary.org/obo/GO_0030162	http://purl.obolibrary.org/obo/GO_0045862	0.823
http://purl.obolibrary.org/obo/UBERON_0007524	http://purl.obolibrary.org/obo/UBERON_0007529	0.721
